driver,lap,time
17,61,1:28.460
18,61,1:28.643
16,61,1:29.114
30,61,1:29.848
813,61,1:29.862
3,61,1:29.923
4,61,1:30.038
155,61,1:30.118
814,61,1:30.194
808,61,1:30.981
67,61,1:31.343
153,61,1:31.990
815,61,1:33.523
15,61,1:33.951
39,61,1:36.257
10,61,1:37.097
816,61,1:37.625
2,62,1:27.192
1,62,1:27.641
20,62,1:27.675
18,62,1:27.697
22,62,1:28.055
17,62,1:28.789
155,62,1:29.620
3,62,1:29.636
30,62,1:29.833
813,62,1:29.922
153,62,1:30.148
815,62,1:30.175
808,62,1:30.532
4,62,1:30.912
814,62,1:30.991
16,62,1:31.231
67,62,1:31.280
15,62,1:32.720
816,62,1:34.679
10,62,1:35.565
2,63,1:27.166
20,63,1:27.480
18,63,1:27.518
1,63,1:27.534
22,63,1:27.694
17,63,1:28.929
16,63,1:29.638
155,63,1:29.689
813,63,1:29.927
3,63,1:29.964
815,63,1:30.033
30,63,1:30.277
153,63,1:30.375
814,63,1:30.442
808,63,1:30.901
67,63,1:32.217
4,63,1:32.931
15,63,1:33.077
10,63,1:40.596
2,64,1:27.402
1,64,1:27.953
18,64,1:27.955
20,64,1:28.065
22,64,1:28.097
16,64,1:29.329
813,64,1:29.391
17,64,1:29.607
30,64,1:29.851
815,64,1:29.882
155,64,1:30.192
3,64,1:30.262
814,64,1:30.707
808,64,1:30.999
153,64,1:31.004
67,64,1:31.412
4,64,1:31.821
15,64,1:35.528
18,65,1:27.776
20,65,1:27.842
1,65,1:27.989
2,65,1:28.297
16,65,1:29.677
17,65,1:30.118
3,65,1:30.321
30,65,1:30.373
813,65,1:30.819
814,65,1:30.900
815,65,1:31.180
155,65,1:31.597
4,65,1:31.846
67,65,1:32.030
808,65,1:32.366
18,66,1:27.945
1,66,1:28.202
20,66,1:28.382
17,66,1:31.228
